cell_id,cellname,q1X,q1Y,q1Z,q2X,q2Y,q2Z,q3X,q3Y,q3Z,q4X,q4Y,q4Z,q5X,q5Y,q5Z,q6X,q6Y,q6Z,q7X,q7Y,q7Z,q8X,q8Y,q8Z,mptX,mptY,mptZ,UTMzone,q1Lat,q1Lon,q2Lat,q2Lon,q3Lat,q3Lon,q4Lat,q4Lon,q5Lat,q5Lon,q6Lat,q6Lon,q7Lat,q7Lon,q8Lat,q8Lon,mptLat,mptLon
20,c.20,120.0,2700.0,0.0,135.0,2700.0,0.0,120.0,2715.0,0.0,135.0,2715.0,0.0,120.0,2700.0,50.0,135.0,2700.0,50.0,120.0,2715.0,50.0,135.0,2715.0,50.0,127.5,2707.5,25.0,51N,24.36710610494101,119.25499344995464,24.37068543136068,119.40258973034305,24.50229175280824,119.25099314826343,24.505893488952022,119.39874623845492,24.36710610494101,119.25499344995464,24.37068543136068,119.40258973034305,24.50229175280824,119.25099314826343,24.505893488952022,119.39874623845492,24.43651252837613,119.32683064174029
21,c.21,120.0,2715.0,0.0,135.0,2715.0,0.0,120.0,2730.0,0.0,135.0,2730.0,0.0,120.0,2715.0,50.0,135.0,2715.0,50.0,120.0,2730.0,50.0,135.0,2730.0,50.0,127.5,2722.5,25.0,51N,24.50229175280824,119.25099314826343,24.505893488952022,119.39874623845492,24.637474362708886,119.24696347506374,24.641098555089762,119.39487452366272,24.50229175280824,119.25099314826343,24.505893488952022,119.39874623845492,24.637474362708886,119.24696347506374,24.641098555089762,119.39487452366272,24.571707987645134,119.32289434634734
22,c.22,120.0,2730.0,0.0,135.0,2730.0,0.0,120.0,2745.0,0.0,135.0,2745.0,0.0,120.0,2730.0,50.0,135.0,2730.0,50.0,120.0,2745.0,50.0,135.0,2745.0,50.0,127.5,2737.5,25.0,51N,24.637474362708886,119.24696347506374,24.641098555089762,119.39487452366272,24.772653919624762,119.24290429162605,24.77630061515042,119.39097445261167,24.637474362708886,119.24696347506374,24.641098555089762,119.39487452366272,24.772653919624762,119.24290429162605,24.77630061515042,119.39097445261167,24.706900425021356,119.31892918572706
23,c.23,120.0,2745.0,0.0,135.0,2745.0,0.0,120.0,2760.0,0.0,135.0,2760.0,0.0,120.0,2745.0,50.0,135.0,2745.0,50.0,120.0,2760.0,50.0,135.0,2760.0,50.0,127.5,2752.5,25.0,51N,24.772653919624762,119.24290429162605,24.77630061515042,119.39097445261167,24.907830408556936,119.2388154578577,24.91149965453252,119.38704589063633,24.772653919624762,119.24290429162605,24.77630061515042,119.39097445261167,24.907830408556936,119.2388154578577,24.91149965453252,119.38704589063633,24.84208982569624,119.31493502316881
24,c.24,120.0,2760.0,0.0,135.0,2760.0,0.0,120.0,2775.0,0.0,135.0,2775.0,0.0,120.0,2760.0,50.0,135.0,2760.0,50.0,120.0,2775.0,50.0,135.0,2775.0,50.0,127.5,2767.5,25.0,51N,24.907830408556936,119.2388154578577,24.91149965453252,119.38704589063633,25.043003814525548,119.23469683229018,25.04669565865649,119.38308870174822,24.907830408556936,119.2388154578577,24.91149965453252,119.38704589063633,25.043003814525548,119.23469683229018,25.04669565865649,119.38308870174822,24.977276174881812,119.31091172061886
25,c.25,120.0,2775.0,0.0,135.0,2775.0,0.0,120.0,2790.0,0.0,135.0,2790.0,0.0,120.0,2775.0,50.0,135.0,2775.0,50.0,120.0,2790.0,50.0,135.0,2790.0,50.0,127.5,2782.5,25.0,51N,25.043003814525548,119.23469683229018,25.04669565865649,119.38308870174822,25.178174122569573,119.23054827206593,25.181888612964425,119.37910274862345,25.043003814525548,119.23469683229018,25.04669565865649,119.38308870174822,25.178174122569573,119.23054827206593,25.181888612964425,119.37910274862345,25.112459457810463,119.30685913866756
26,c.26,120.0,2790.0,0.0,135.0,2790.0,0.0,120.0,2805.0,0.0,135.0,2805.0,0.0,120.0,2790.0,50.0,135.0,2790.0,50.0,120.0,2805.0,50.0,135.0,2805.0,50.0,127.5,2797.5,25.0,51N,25.178174122569573,119.23054827206593,25.181888612964425,119.37910274862345,25.313341317746644,119.22636963292538,25.31707850291998,119.37508789258995,25.178174122569573,119.23054827206593,25.181888612964425,119.37910274862345,25.313341317746644,119.22636963292538,25.31707850291998,119.37508789258995,25.24763965973479,119.30277713653666
27,c.27,135.0,2400.0,0.0,150.0,2400.0,0.0,135.0,2415.0,0.0,150.0,2415.0,0.0,135.0,2400.0,50.0,150.0,2400.0,50.0,135.0,2415.0,50.0,150.0,2415.0,50.0,142.5,2407.5,25.0,51N,21.665918795524707,119.47372701589703,21.668933393823824,119.6184461799475,21.801183576110827,119.47042189325232,21.80421887056116,119.6152760553667,21.665918795524707,119.47372701589703,21.668933393823824,119.6184461799475,21.801183576110827,119.47042189325232,21.80421887056116,119.6152760553667,21.73507976674973,119.54446778610485
28,c.28,135.0,2415.0,0.0,150.0,2415.0,0.0,135.0,2430.0,0.0,150.0,2430.0,0.0,135.0,2415.0,50.0,150.0,2415.0,50.0,135.0,2430.0,50.0,150.0,2430.0,50.0,142.5,2422.5,25.0,51N,21.801183576110827,119.47042189325232,21.80421887056116,119.6152760553667,21.936445662543353,119.46709095721708,21.939501690754305,119.61208116991294,21.801183576110827,119.47042189325232,21.80421887056116,119.6152760553667,21.936445662543353,119.46709095721708,21.939501690754305,119.61208116991294,21.870353667519865,119.54121751892615
29,c.29,135.0,2430.0,0.0,150.0,2430.0,0.0,135.0,2445.0,0.0,150.0,2445.0,0.0,135.0,2430.0,50.0,150.0,2430.0,50.0,135.0,2445.0,50.0,150.0,2445.0,50.0,142.5,2437.5,25.0,51N,21.936445662543353,119.46709095721708,21.939501690754305,119.61208116991294,22.07170503973214,119.46373409828958,22.07478183964472,119.60886141851252,21.936445662543353,119.46709095721708,21.939501690754305,119.61208116991294,22.07170503973214,119.46373409828958,22.07478183964472,119.60886141851252,22.005624885670347,119.5379419109718
30,c.30,135.0,2445.0,0.0,150.0,2445.0,0.0,135.0,2460.0,0.0,150.0,2460.0,0.0,135.0,2445.0,50.0,150.0,2445.0,50.0,135.0,2460.0,50.0,150.0,2460.0,50.0,142.5,2452.5,25.0,51N,22.07170503973214,119.46373409828958,22.07478183964472,119.60886141851252,22.206961692611248,119.46035120587338,22.210059302500206,119.60561669504092,22.07170503973214,119.46373409828958,22.07478183964472,119.60886141851252,22.206961692611248,119.46035120587338,22.210059302500206,119.60561669504092,22.140893406291188,119.53464085441777
31,c.31,135.0,2460.0,0.0,150.0,2460.0,0.0,135.0,2475.0,0.0,150.0,2475.0,0.0,135.0,2460.0,50.0,150.0,2460.0,50.0,135.0,2475.0,50.0,150.0,2475.0,50.0,142.5,2467.5,25.0,51N,22.206961692611248,119.46035120587338,22.210059302500206,119.60561669504092,22.342215606138847,119.45694216826784,22.34533406461481,119.60234689231393,22.206961692611248,119.46035120587338,22.210059302500206,119.60561669504092,22.342215606138847,119.45694216826784,22.34533406461481,119.60234689231393,22.27615921449763,119.5313142403626
32,c.32,135.0,2475.0,0.0,150.0,2475.0,0.0,135.0,2490.0,0.0,150.0,2490.0,0.0,135.0,2475.0,50.0,150.0,2475.0,50.0,135.0,2490.0,50.0,150.0,2490.0,50.0,142.5,2482.5,25.0,51N,22.342215606138847,119.45694216826784,22.34533406461481,119.60234689231393,22.47746676529717,119.45350687265838,22.480606111308855,119.59905190207822,22.342215606138847,119.45694216826784,22.34533406461481,119.60234689231393,22.47746676529717,119.45350687265838,22.480606111308855,119.59905190207822,22.411422295430107,119.52796195881808
33,c.33,135.0,2490.0,0.0,150.0,2490.0,0.0,135.0,2505.0,0.0,150.0,2505.0,0.0,135.0,2490.0,50.0,150.0,2490.0,50.0,135.0,2505.0,50.0,150.0,2505.0,50.0,142.5,2497.5,25.0,51N,22.47746676529717,119.45350687265838,22.480606111308855,119.59905190207822,22.612715155092445,119.45004520510678,22.615875427928867,119.59573161500194,22.47746676529717,119.45350687265838,22.480606111308855,119.59905190207822,22.612715155092445,119.45004520510678,22.615875427928867,119.59573161500194,22.546682634254186,119.52458389869969
34,c.34,135.0,2505.0,0.0,150.0,2505.0,0.0,135.0,2520.0,0.0,150.0,2520.0,0.0,135.0,2505.0,50.0,150.0,2505.0,50.0,135.0,2520.0,50.0,150.0,2520.0,50.0,142.5,2512.5,25.0,51N,22.612715155092445,119.45004520510678,22.615875427928867,119.59573161500194,22.747960760554808,119.44655705054117,22.75114199984748,119.59238592066535,22.612715155092445,119.45004520510678,22.615875427928867,119.59573161500194,22.747960760554808,119.44655705054117,22.75114199984748,119.59238592066535,22.681940216160495,119.52117994781707
35,c.35,135.0,2520.0,0.0,150.0,2520.0,0.0,135.0,2535.0,0.0,150.0,2535.0,0.0,135.0,2520.0,50.0,150.0,2520.0,50.0,135.0,2535.0,50.0,150.0,2535.0,50.0,142.5,2527.5,25.0,51N,22.747960760554808,119.44655705054117,22.75114199984748,119.59238592066535,22.88320356673822,119.44304229274621,22.88640581246344,119.58901470755106,22.747960760554808,119.44655705054117,22.75114199984748,119.59238592066535,22.88320356673822,119.44304229274621,22.88640581246344,119.58901470755106,22.817195026364693,119.51774999286411
36,c.36,135.0,2535.0,0.0,150.0,2535.0,0.0,135.0,2550.0,0.0,150.0,2550.0,0.0,135.0,2535.0,50.0,150.0,2535.0,50.0,135.0,2550.0,50.0,150.0,2550.0,50.0,142.5,2542.5,25.0,51N,22.88320356673822,119.44304229274621,22.88640581246344,119.58901470755106,23.01844355872041,119.43950081435274,23.021666851201534,119.58561786303434,22.88320356673822,119.44304229274621,22.88640581246344,119.58901470755106,23.01844355872041,119.43950081435274,23.021666851201534,119.58561786303434,22.952447050107363,119.51429391940916
37,c.37,135.0,2550.0,0.0,150.0,2550.0,0.0,135.0,2565.0,0.0,150.0,2565.0,0.0,135.0,2550.0,50.0,150.0,2550.0,50.0,135.0,2565.0,50.0,150.0,2565.0,50.0,142.5,2557.5,25.0,51N,23.01844355872041,119.43950081435274,23.021666851201534,119.58561786303434,23.15368072160275,119.43593249682752,23.156925101512517,119.58219527337324,23.01844355872041,119.43950081435274,23.021666851201534,119.58561786303434,23.15368072160275,119.43593249682752,23.156925101512517,119.58219527337324,23.087696272653954,119.51081161188493
38,c.38,135.0,2565.0,0.0,150.0,2565.0,0.0,135.0,2580.0,0.0,150.0,2580.0,0.0,135.0,2565.0,50.0,150.0,2565.0,50.0,135.0,2580.0,50.0,150.0,2580.0,50.0,142.5,2572.5,25.0,51N,23.15368072160275,119.43593249682752,23.156925101512517,119.58219527337324,23.288915040510194,119.43233722046293,23.292180548873024,119.5787468236986,23.15368072160275,119.43593249682752,23.156925101512517,119.58219527337324,23.288915040510194,119.43233722046293,23.292180548873024,119.5787468236986,23.222942679294682,119.50730295357842
39,c.39,135.0,2580.0,0.0,150.0,2580.0,0.0,135.0,2595.0,0.0,150.0,2595.0,0.0,135.0,2580.0,50.0,150.0,2580.0,50.0,135.0,2595.0,50.0,150.0,2595.0,50.0,142.5,2587.5,25.0,51N,23.288915040510194,119.43233722046293,23.292180548873024,119.5787468236986,23.424146500591146,119.42871486436624,23.427433178785538,119.57527239800375,23.288915040510194,119.43233722046293,23.292180548873024,119.5787468236986,23.424146500591146,119.42871486436624,23.427433178785538,119.57527239800375,23.35818625534452,119.50376782662062
40,c.40,135.0,2595.0,0.0,150.0,2595.0,0.0,135.0,2610.0,0.0,150.0,2610.0,0.0,135.0,2595.0,50.0,150.0,2595.0,50.0,135.0,2610.0,50.0,150.0,2610.0,50.0,142.5,2602.5,25.0,51N,23.424146500591146,119.42871486436624,23.427433178785538,119.57527239800375,23.55937508701739,119.42506530644904,23.562682976778312,119.5717718791345,23.424146500591146,119.42871486436624,23.427433178785538,119.57527239800375,23.55937508701739,119.42506530644904,23.562682976778312,119.5717718791345,23.493426986143014,119.500206111976
41,c.41,135.0,2610.0,0.0,150.0,2610.0,0.0,135.0,2625.0,0.0,150.0,2625.0,0.0,135.0,2610.0,50.0,150.0,2610.0,50.0,135.0,2625.0,50.0,150.0,2625.0,50.0,142.5,2617.5,25.0,51N,23.55937508701739,119.42506530644904,23.562682976778312,119.5717718791345,23.694600784983958,119.42138842341637,23.697929928405216,119.56824514877856,23.55937508701739,119.42506530644904,23.562682976778312,119.5717718791345,23.694600784983958,119.42138842341637,23.697929928405216,119.56824514877856,23.628664857054225,119.49661768943213
42,c.42,135.0,2625.0,0.0,150.0,2625.0,0.0,135.0,2640.0,0.0,150.0,2640.0,0.0,135.0,2625.0,50.0,150.0,2625.0,50.0,135.0,2640.0,50.0,150.0,2640.0,50.0,142.5,2632.5,25.0,51N,23.694600784983958,119.42138842341637,23.697929928405216,119.56824514877856,23.829823579709018,119.41768409075573,23.833174019245753,119.56469208745504,23.694600784983958,119.42138842341637,23.697929928405216,119.56824514877856,23.829823579709018,119.41768409075573,23.833174019245753,119.56469208745504,23.763899853466683,119.49300243758884
43,c.43,135.0,2640.0,0.0,150.0,2640.0,0.0,135.0,2655.0,0.0,150.0,2655.0,0.0,135.0,2640.0,50.0,150.0,2640.0,50.0,135.0,2655.0,50.0,150.0,2655.0,50.0,142.5,2647.5,25.0,51N,23.829823579709018,119.41768409075573,23.833174019245753,119.56469208745504,23.96504345643376,119.41395218272598,23.968415234904892,119.56111257450378,23.829823579709018,119.41768409075573,23.833174019245753,119.56469208745504,23.96504345643376,119.41395218272598,23.968415234904892,119.56111257450378,23.8991319607932,119.48936023384742
44,c.44,135.0,2655.0,0.0,150.0,2655.0,0.0,135.0,2670.0,0.0,150.0,2670.0,0.0,135.0,2655.0,50.0,150.0,2655.0,50.0,135.0,2670.0,50.0,150.0,2670.0,50.0,142.5,2662.5,25.0,51N,23.96504345643376,119.41395218272598,23.968415234904892,119.56111257450378,24.10026040042228,119.410192572346,24.103653561012997,119.55750648807454,23.96504345643376,119.41395218272598,23.968415234904892,119.56111257450378,24.10026040042228,119.410192572346,24.103653561012997,119.55750648807454,24.03436116447081,119.48569095439973
45,c.45,135.0,2670.0,0.0,150.0,2670.0,0.0,135.0,2685.0,0.0,150.0,2685.0,0.0,135.0,2670.0,50.0,150.0,2670.0,50.0,135.0,2685.0,50.0,150.0,2685.0,50.0,142.5,2677.5,25.0,51N,24.10026040042228,119.410192572346,24.103653561012997,119.55750648807454,24.235474396961425,119.40640513138345,24.238888983225745,119.55387370511602,24.10026040042228,119.410192572346,24.103653561012997,119.55750648807454,24.235474396961425,119.40640513138345,24.238888983225745,119.55387370511602,24.16958744996066,119.48199447421706
46,c.46,135.0,2685.0,0.0,150.0,2685.0,0.0,135.0,2700.0,0.0,150.0,2700.0,0.0,135.0,2685.0,50.0,150.0,2685.0,50.0,135.0,2700.0,50.0,150.0,2700.0,50.0,142.5,2692.5,25.0,51N,24.235474396961425,119.40640513138345,24.238888983225745,119.55387370511602,24.37068543136068,119.40258973034305,24.374121487223952,119.55021410136479,24.235474396961425,119.40640513138345,24.238888983225745,119.55387370511602,24.37068543136068,119.40258973034305,24.374121487223952,119.55021410136479,24.30481080274787,119.47827066703876
47,c.47,135.0,2700.0,0.0,150.0,2700.0,0.0,135.0,2715.0,0.0,150.0,2715.0,0.0,135.0,2700.0,50.0,150.0,2700.0,50.0,135.0,2715.0,50.0,150.0,2715.0,50.0,142.5,2707.5,25.0,51N,24.37068543136068,119.40258973034305,24.374121487223952,119.55021410136479,24.505893488952022,119.39874623845492,24.509351058713573,119.54652755133404,24.37068543136068,119.40258973034305,24.374121487223952,119.55021410136479,24.505893488952022,119.39874623845492,24.509351058713573,119.54652755133404,24.44003120834142,119.47451940536101
48,c.48,135.0,2715.0,0.0,150.0,2715.0,0.0,135.0,2730.0,0.0,150.0,2730.0,0.0,135.0,2715.0,50.0,150.0,2715.0,50.0,135.0,2730.0,50.0,150.0,2730.0,50.0,142.5,2722.5,25.0,51N,24.505893488952022,119.39874623845492,24.509351058713573,119.54652755133404,24.641098555089762,119.39487452366272,24.644577683425457,119.54281392830214,24.505893488952022,119.39874623845492,24.509351058713573,119.54652755133404,24.641098555089762,119.39487452366272,24.644577683425457,119.54281392830214,24.575248652274,119.47074056042513
