prc,dc_0,ell_1e,ell_1as,omega_1e,omega_1as,omega_1bs,phi_0,tau_0
0.01,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.02,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.03,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.04,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.05,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.060000000000000005,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.06999999999999999,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.08,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.09,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.09999999999999999,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.11,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.12,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.13,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.14,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.15000000000000002,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.16,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.17,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.18000000000000002,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.19,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.2,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.21000000000000002,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.22,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.23,-1.2840604112738114,0.23209792939737361,0.03360895406503141,0.16442902190865316,1.580477436458755,0.1510309394250119,0.15471883646047427,0.2834068145096515
0.24000000000000002,-1.0065683196072692,0.34869045349051003,0.04095133125010048,0.2080214502795963,6.586946601576031,0.17967724736085405,0.856274446490667,0.30298027354807283
0.25,-0.7059518869685171,0.4749990212580737,0.048905573200591926,0.25524658101478437,12.010621530453045,0.21071074762468284,1.616293024023371,0.3241848541730291
0.26,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.27,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.28,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.29000000000000004,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.3,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.31,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.32,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.33,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.34,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.35000000000000003,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.36000000000000004,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.37,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.38,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.39,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.4,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.41000000000000003,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.42000000000000004,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.43,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.44,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.45,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.46,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.47000000000000003,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.48000000000000004,-0.5132490455334189,0.555966051878307,0.05400444624577877,0.2855191007168281,15.487336228451142,0.23060401702457317,2.10348441987767,0.33777753406082167
0.49,-0.509979926964087,0.630195610062502,0.06052873534444669,0.2954887908729918,16.013894314542274,0.25644380491134305,2.2715419740113973,0.64873455084132
0.5,-0.49838941567281947,0.8933731345337406,0.08366030578517855,0.330835874153936,17.88078207431993,0.34805759832807326,2.8673823932127993,1.7512185194267305
0.51,-0.4867989043815519,1.156550659004979,0.10679187622591041,0.3661829574348803,19.747669834097593,0.4396713917448034,3.463222812414201,2.8537024880121407
0.52,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.53,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.54,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.55,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.56,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.5700000000000001,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.5800000000000001,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.59,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.6,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.61,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.62,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.63,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.64,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.65,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.66,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.67,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.68,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.6900000000000001,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.7000000000000001,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.7100000000000001,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.72,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.73,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.74,-0.48352978581222,1.230780217189174,0.11331616532457832,0.37615264759104394,20.274227920188725,0.4655111796315733,3.6312803665479283,3.164659504792639
0.75,-0.41058666440489755,1.8343340366614747,1.4068198932406735,2.0543492522380387,53.25147071275222,0.6243323971620378,3.6605896325622522,4.187850476034175
0.76,-0.29679539500947444,2.775877995038265,3.4246857087897853,4.6723359554873545,104.69596946915138,0.8720934965095629,3.7063120875445974,5.784028391170973
0.77,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.78,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.79,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.8,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.81,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.8200000000000001,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.8300000000000001,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.8400000000000001,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.85,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.86,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.87,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.88,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.89,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.9,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.91,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.92,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.93,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.9400000000000001,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.9500000000000001,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.9600000000000001,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.97,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
0.98,-0.1917573001829303,3.6449954950783767,5.287331076988959,7.088939066179023,152.18319909044274,1.1007960497534315,3.7485174306052236,7.257423389758782
