cellid,cellname,mptLat,mptLon,mptX,mptY,mptZ,UTMzone,c_a_erg,c_cap_mean,c_cap_med,c_cap_sig
450,c.450,24.20462255,121.6952943,367.5,2677.5,25,51N,-0.008798,-0.6258215302156527,-0.20751220979377857,0.8138958388058136
451,c.451,24.34006671,121.6939103,367.5,2692.5,25,51N,-0.008798,-0.318925651170291,-0.34077033321288,0.3579727492040008
452,c.452,24.47550839,121.692516,367.5,2707.5,25,51N,-0.008798,-1.6326985815894801,-0.6091085533617988,1.9283756753745802
453,c.453,24.61094756,121.6911115,367.5,2722.5,25,51N,-0.008798,-0.4966469786162152,-0.15041020827522078,0.6167081070665689
454,c.454,24.74638422,121.6896967,367.5,2737.5,25,51N,-0.008798,-0.9819596357965865,-0.6408008432134797,0.9117703363642583
455,c.455,24.88181835,121.6882715,367.5,2752.5,25,51N,-0.008798,-0.8701309744991269,-0.24042903492665274,1.2792612988101562
456,c.456,25.01724996,121.686836,367.5,2767.5,25,51N,-0.008798,-1.2665863371739365,-1.0539681783967751,1.0509415779489255
457,c.457,25.15267901,121.6853899,367.5,2782.5,25,51N,-0.008798,-1.5170628259188121,-1.6013916820684921,1.48063162090358
458,c.458,25.28810552,121.6839334,367.5,2797.5,25,51N,-0.008798,-1.2257845810020338,-0.9588431967151247,0.9228671504196007
463,c.463,22.30923808,121.8592281,382.5,2467.5,25,51N,-0.008798,-1.795992854544021,-0.6357903001506271,2.0630185555606704
464,c.464,22.44472332,121.8581232,382.5,2482.5,25,51N,-0.008798,-1.4556272559067311,-0.9745091603931084,1.3698001569906277
465,c.465,22.58020622,121.8570098,382.5,2497.5,25,51N,-0.008798,-0.6395039316958463,-0.3731484407559316,0.5760515623662888
466,c.466,22.71568679,121.8558879,382.5,2512.5,25,51N,-0.008798,-1.0463113273906177,-0.5822789170466017,1.4788911671632072
467,c.467,22.85116502,121.8547574,382.5,2527.5,25,51N,-0.008798,-2.0247085747584666,-1.4840238209818517,1.9746477839196415
468,c.468,22.98664088,121.8536182,382.5,2542.5,25,51N,-0.008798,-1.2756174491887842,-1.4712653981449613,0.7167000503199583
469,c.469,23.12211438,121.8524704,382.5,2557.5,25,51N,-0.008798,-1.1978014942622983,-1.0146908652693531,0.8776754366461748
470,c.470,23.2575855,121.8513139,382.5,2572.5,25,51N,-0.008798,-1.0711142684550454,-0.4159044982161974,1.9009650769189315
471,c.471,23.39305423,121.8501487,382.5,2587.5,25,51N,-0.008798,-0.8720240724294193,-0.43076955830617303,1.1822194522639267
472,c.472,23.52852055,121.8489747,382.5,2602.5,25,51N,-0.008798,-1.4674433653363743,-1.3314355137750284,1.2042622567434154
473,c.473,23.66398446,121.8477919,382.5,2617.5,25,51N,-0.008798,-0.4887787454989666,-0.31055443676531347,0.4397871767833802
474,c.474,23.79944595,121.8466003,382.5,2632.5,25,51N,-0.008798,-1.2937445189297319,-0.9270773838930915,1.2879472867887647
475,c.475,23.93490501,121.8453997,382.5,2647.5,25,51N,-0.008798,-1.676220253588457,-0.47533248118313204,2.174877263055032
476,c.476,24.07036162,121.8441903,382.5,2662.5,25,51N,-0.008798,-2.5569223973970203,-1.458300508214688,2.3350701429879352
477,c.477,24.20581577,121.8429718,382.5,2677.5,25,51N,-0.008798,-1.7893547143810458,-1.2730432098839073,1.4975883949747248
478,c.478,24.34126746,121.8417443,382.5,2692.5,25,51N,-0.008798,-0.5478918366255882,-0.42581240344560717,0.519175249207462
479,c.479,24.47671668,121.8405078,382.5,2707.5,25,51N,-0.008798,-0.30600599538178597,-0.16323207325117123,0.43850866063567945
480,c.480,24.6121634,121.8392622,382.5,2722.5,25,51N,-0.008798,-0.46987856628529157,-0.2496130266160261,0.7467237954273482
481,c.481,24.74760763,121.8380074,382.5,2737.5,25,51N,-0.008798,-0.7233026415021866,-0.7267428943389072,0.6581363486477115
482,c.482,24.88304935,121.8367435,382.5,2752.5,25,51N,-0.008798,-0.559890288891505,-0.3252520473474657,0.5279966191794171
483,c.483,25.01848856,121.8354703,382.5,2767.5,25,51N,-0.008798,-2.2044782156100964,-1.3141211138530138,2.0751412757805063
484,c.484,25.15392523,121.8341878,382.5,2782.5,25,51N,-0.008798,-1.0538713445717636,-0.4351371599912417,1.7470472723414014
491,c.491,22.44568857,122.0038766,397.5,2482.5,25,51N,-0.008798,-0.5455883986573816,-0.3429776583232592,0.5019790273553629
492,c.492,22.58117793,122.0029052,397.5,2497.5,25,51N,-0.008798,-2.2251016331579843,-0.5039947548220116,2.520773729942503
493,c.493,22.71666496,122.0019264,397.5,2512.5,25,51N,-0.008798,-0.9700199997587567,-0.5363451236321004,1.1166333178723866
494,c.494,22.85214967,122.0009402,397.5,2527.5,25,51N,-0.008798,-0.9855856464803614,-0.991122592729948,0.6688533551842865
498,c.498,23.39406491,121.9969195,397.5,2587.5,25,51N,-0.008798,-1.4563744187697387,-0.8758065804938547,1.4498449502966053
499,c.499,23.52953778,121.9958953,397.5,2602.5,25,51N,-0.008798,-1.8306926945153266,-1.603686187057963,1.5349968078885559
500,c.500,23.66500824,121.9948634,397.5,2617.5,25,51N,-0.008798,-1.3256382875094608,-0.7032429931477613,1.4132938928572971
501,c.501,23.8004763,121.9938238,397.5,2632.5,25,51N,-0.008798,-0.7006289177288414,-0.18380872565565082,0.8682339037706351
502,c.502,23.93594193,121.9927765,397.5,2647.5,25,51N,-0.008798,-2.1356808566884675,-0.31072681561227744,2.8583762993031683
503,c.503,24.07140514,121.9917213,397.5,2662.5,25,51N,-0.008798,-0.7481053957822756,-0.80051234337211,0.5546528749705267
504,c.504,24.2068659,121.9906583,397.5,2677.5,25,51N,-0.008798,-1.2088651826616688,-0.8809279011933553,1.2360448868407166
505,c.505,24.34232421,121.9895874,397.5,2692.5,25,51N,-0.008798,-0.7479006518700947,-0.8963619248563661,0.5394664954739733
506,c.506,24.47778006,121.9885087,397.5,2707.5,25,51N,-0.008798,-0.6102648548823049,-0.22953271497067754,0.6047438243242952
507,c.507,24.61323343,121.987422,397.5,2722.5,25,51N,-0.008798,-0.8585307214122574,-0.5352664509689029,1.0390379977167032
508,c.508,24.74868432,121.9863273,397.5,2737.5,25,51N,-0.008798,-1.0696469309734098,-0.21189996743664885,1.3592983709995567
509,c.509,24.88413272,121.9852246,397.5,2752.5,25,51N,-0.008798,-1.4650267381484565,-0.5740493183672974,1.89463530979073
510,c.510,25.01957861,121.9841138,397.5,2767.5,25,51N,-0.008798,-3.0447757215919404,-1.1659262570946143,2.940691450330757
511,c.511,25.15502199,121.982995,397.5,2782.5,25,51N,-0.008798,-0.9541932921714913,-0.666093411613685,0.750787005158156
519,c.519,22.58201719,122.1488081,412.5,2497.5,25,51N,-0.008798,-1.7859090550598882,-0.8774470973774384,1.6900878785619846
