prc,dc_0,ell_1e,ell_1as,omega_1e,omega_1as,omega_1bs,mu_cap,ell_ca1p,omega_ca1p,omega_ca2p,phi_0,tau_0
0.49,0.11959439507311462,6.705088980371276,1.4853136878841866,3.124626676631314,1.8476961432398942,1.1908333012351333,-0.03285438812291894,2.9953717156285125,0.3075842865119467,0.25595315363317,12.080773486436701,1.1516586237344433
0.5,0.12878847582468028,6.716535622283286,1.6187861061872213,3.247350997352608,1.8476961432398942,1.193042523451422,-0.03285438812291894,3.2882283624542286,0.3075842865119467,0.2599685251003374,13.650494918854134,1.1517821986716623
0.51,0.13798255657624597,6.727982264195296,1.752258524490256,3.370075318073902,1.8476961432398942,1.1952517456677108,-0.03285438812291894,3.581085009279945,0.3075842865119467,0.26398389656750476,15.220216351271567,1.1519057736088814
0.52,0.19550856669130082,6.758895405721546,1.815824317654846,3.7237436849399064,1.8571729456581556,1.1972885542155365,-0.032784271977422244,3.6636856019743775,0.3075842865119467,0.29807411014741014,15.993009974183128,1.1622057263783812
0.53,0.27202212048486907,6.797456100667676,1.8519267938007622,4.168140069934189,1.870372777597877,1.1992576288221803,-0.03268661020333756,3.6636856019743775,0.3075842865119467,0.34397944027160543,16.452724814788816,1.1765035418677054
0.54,0.33791175294711673,6.859036958922232,1.8828950628000383,4.708765569402498,1.883063405432993,1.2009237688739558,-0.03260229082820443,3.6636856019743775,0.3075842865119467,0.38445127917759625,16.841714295301315,1.1912655932151428
0.55,0.34536981808710376,7.047228715373123,1.8856251924927963,5.778651198477922,1.892953410692783,1.2009237688739558,-0.032591354647304796,3.6636856019743775,0.3075842865119467,0.39503891638346417,16.841714295301315,1.2085809417822033
0.56,0.35282788322709074,7.235420471824014,1.8883553221855542,6.848536827553347,1.9028434159525727,1.2009237688739558,-0.032580418466405164,3.6636856019743775,0.3075842865119467,0.4056265535893321,16.841714295301315,1.2258962903492636
0.5700000000000001,0.5004696011314674,7.554842514242977,1.8896369426337198,7.2874642651227415,1.917189651344532,1.2035054985402596,-0.032336104024922076,3.6636856019743775,0.3075842865119467,0.48051910942857523,16.90569777818335,1.2384851661601328
0.5800000000000001,0.7456303818284592,7.965555190378856,1.889910904476952,7.2874642651227415,1.9346358729153916,1.207883214061383,-0.031929439489120075,3.6636856019743775,0.3075842865119467,0.6001455217084255,17.01419151002679,1.2477860609232168
0.59,0.9856113242748739,8.532859460104016,1.890177841657537,7.2874642651227415,1.9561267045831023,1.2125638118014919,-0.03153024938471817,3.6636856019743775,0.3075842865119467,0.7205002387247491,17.126547226367745,1.2568484712051957
0.6,1.02875841319949,15.05064428622335,1.890177841657537,7.2874642651227415,2.131312719931189,1.22875393386304,-0.03141508767351953,3.6636856019743775,0.3075842865119467,0.8685305357271466,17.38565835361416,1.2568484712051957
0.61,1.0719055021241062,21.568429112342685,1.890177841657537,7.2874642651227415,2.3064987352792765,1.2449440559245881,-0.0312999259623209,3.6636856019743775,0.3075842865119467,1.0165608327295441,17.644769480860575,1.2568484712051957
0.62,1.096197401492475,27.65321861067542,1.891043497789088,7.2874642651227415,2.427914555755271,1.2541837631235668,-0.031237915810137025,3.6636856019743775,0.30762503213541076,1.096900982440907,17.784290857070182,1.2568484712051957
0.63,1.0984915797118886,33.23284689325712,1.8929190860741147,7.2874642651227415,2.4865984822138247,1.255314652982881,-0.031237915810137025,3.6636856019743775,0.3077133143195829,1.098269293646063,17.784290857070182,1.2568484712051957
0.64,1.100785757931302,38.81247517583882,1.8947946743591417,7.2874642651227415,2.545282408672378,1.256445542842195,-0.031237915810137025,3.6636856019743775,0.30780159650375505,1.0996376048512186,17.784290857070182,1.2568484712051957
0.65,1.1017239169484447,41.06095657086076,1.900362273377647,7.2874642651227415,2.644608060618772,1.3854830001293894,-0.025877708020880748,3.6636856019743775,0.30829096415806684,1.1017325876967832,17.98631913351761,1.2568484712051957
0.66,1.1025071023424708,42.92873546444731,1.9063518164799784,7.2874642651227415,2.7485784811923475,1.5291383508369125,-0.01990490505570948,3.6636856019743775,0.30882617015182323,1.1039106187298229,18.211436355844747,1.2568484712051957
0.67,1.1041929468441012,55.58824686737913,1.910344845214866,7.2874642651227415,3.101463849130898,1.8369066923772308,-0.01572110088696722,3.6636856019743775,0.32894112846079876,1.118694309322076,18.85985037647242,1.2568484712051957
0.68,1.10768410956094,89.83122328900089,1.910344845214866,7.2874642651227415,3.952179111799383,2.47290101558313,-0.01511529431108288,3.6636856019743775,0.38821559140021156,1.1586893190327556,20.35485799370115,1.2568484712051957
0.6900000000000001,1.1111752722777788,124.07419971062204,1.910344845214866,7.2874642651227415,4.802894374467853,3.1088953387890177,-0.014509487735198551,3.6636856019743775,0.4474900543396233,1.1986843287434346,21.84986561092985,1.2568484712051957
0.7000000000000001,1.1690314263254726,213.41866361282416,1.9180301825698745,7.2874642651227415,4.999213281237511,3.266133436131537,-0.012903759351658455,3.6636856019743775,0.5618554812804779,1.350979601635107,23.78305993584708,1.2568484712051957
0.7100000000000001,1.2431970777724255,319.2935737592041,1.9280211211313858,7.2874642651227415,4.999213281237511,3.2797446657150355,-0.010998054425821566,3.6636856019743775,0.6927481974217695,1.5369649534810839,25.84771027307093,1.2568484712051957
0.72,1.3021492622558977,404.07164330549216,1.956402238553962,7.2874642651227415,4.999213281237511,3.2917123785212183,-0.009369597758813589,3.6636856019743775,0.7967911256366366,1.7134582602706945,28.291668927093,1.2568484712051957
0.73,1.3021492622558977,407.0994555264474,2.0560452990631677,7.2874642651227415,4.999213281237511,3.297311463815306,-0.008815478094767222,3.6636856019743775,0.7967911256366366,1.853169892466929,32.205447308708706,1.2568484712051957
0.74,1.3021492622558977,410.12726774740264,2.1556883595723737,7.2874642651227415,4.999213281237511,3.3029105491093937,-0.008261358430720855,3.6636856019743775,0.7967911256366366,1.9928815246631637,36.11922569032442,1.2568484712051957
0.75,1.3138942970812895,411.2141746985148,2.2813082564213345,7.2874642651227415,4.999213281237511,4.27238909552124,-0.00784768249904005,3.683251431374954,0.8002997517693794,2.581951294135566,37.89023335093393,1.2568484712051957
0.76,1.3322165514089008,411.2141746985148,2.4214751816205586,7.2874642651227415,4.999213281237511,5.781640140159033,-0.007512655057483963,3.7137741252398526,0.8057732085364583,3.4226616204826223,38.46128940777997,1.2568484712051957
0.77,1.350962904047251,412.03062739566343,2.612723015200057,7.2874642651227415,4.999213281237511,7.174794950593915,-0.0071980470181305664,3.7529436978128894,0.8116338770454485,4.198701921726057,39.057230860858546,1.2568484712051957
0.78,1.374798436414469,422.6445124585956,3.416941749342822,7.2874642651227415,4.999213281237511,7.174794950593915,-0.0071284718052094555,3.895875814883577,0.8221410864573753,4.198701921726057,39.95179706872753,1.2568484712051957
0.79,1.3986339687816869,433.25839752152774,4.221160483485587,7.2874642651227415,4.999213281237511,7.174794950593915,-0.007058896592288345,4.038807931954264,0.832648295869302,4.198701921726057,40.84636327659651,1.2568484712051957
0.8,1.410246151216998,441.68978570058346,4.667588977517699,7.5121413687467005,4.999213281237511,7.174794950593915,-0.007007218744759168,4.201490537159991,0.8383440650765103,4.198701921726057,45.92944307096649,1.2568484712051957
0.81,1.410246151216998,448.04780183995655,4.7741167434447,7.950261720813414,4.999213281237511,7.174794950593915,-0.006972543394352328,4.382936106094005,0.8394689660892359,4.198701921726057,54.991610772512324,1.2568484712051957
0.8200000000000001,1.410246151216998,454.4058179793295,4.880644509371699,8.38838207288012,4.999213281237511,7.174794950593915,-0.006937868043945488,4.564381675028015,0.8405938671019616,4.198701921726057,64.05377847405799,1.2568484712051957
0.8300000000000001,1.414560819495855,454.731870089041,5.538120556322485,8.419852807550901,4.999213281237511,7.174794950593915,-0.0068010966264907945,5.533984252324236,0.8406515543333835,4.198701921726057,65.29525453421599,1.3619522825133739
0.8400000000000001,1.4191087130870825,454.731870089041,6.225377591436736,8.4293424818219,4.999213281237511,7.174794950593915,-0.006658806502709187,6.546189911153577,0.8406515543333835,4.198701921726057,66.11399050565026,1.472737380919294
0.85,1.4308413380930125,558.2087433112163,6.899074043386841,8.435182281373283,4.999213281237511,7.174794950593915,-0.00646695513232603,9.17444016929262,0.8411958184768721,4.198701921726057,68.02989246077192,1.5965853509492258
0.86,1.4540695333624662,827.2486136888749,7.551073562274366,8.435182281373283,4.999213281237511,7.174794950593915,-0.006195805767380384,14.38836178632731,0.8426109052499424,4.198701921726057,71.70125998979347,1.7413339155775849
0.87,1.4772977286319202,1096.2884840665336,8.203073081161891,8.435182281373283,4.999213281237511,7.174794950593915,-0.005924656402434736,19.602283403362,0.8440259920230129,4.198701921726057,75.37262751881502,1.8860824802059437
0.88,1.4933855613002887,1211.162078679492,8.419195528578014,8.467911440649244,4.999213281237511,7.174794950593915,-0.0055807025847550654,29.55004603800237,0.8508357233677928,4.198701921726057,77.11988280600174,2.091835155431673
0.89,1.5079114396496696,1292.3118004689222,8.539969866609768,8.507800103516821,4.999213281237511,7.174794950593915,-0.005220822793039827,40.533336395243985,0.8588255332126341,4.198701921726057,78.4462385402871,2.3109324798505773
0.9,1.5657472620278643,1407.9790478933453,8.787554601078497,8.546992174333782,4.999213281237511,7.174794950593915,-0.004830645349390575,53.317228061579605,0.8729102599241904,4.198701921726057,80.67211697502087,2.5389360063970683
0.91,1.749181922089617,1623.7471196592462,9.402889485214448,8.584164128203954,4.999213281237511,7.174794950593915,-0.004352604715132681,71.32286352428774,0.9046702455492192,4.198701921726057,85.50661124105507,2.79276751911356
0.92,1.9326165821513697,1839.5151914251473,10.018224369350397,8.621336082074126,4.999213281237511,7.174794950593915,-0.003874564080874786,89.32849898699588,0.936430231174248,4.198701921726057,90.34110550708927,3.046599031830052
0.93,2.1218110475297305,1974.3249877282283,10.438205359858783,8.632773606341871,5.502216671128138,7.174794950593915,-0.0034153174813418364,104.37158047482968,1.0112231179404332,4.198701921726057,92.63397202395291,3.722470563491016
0.9400000000000001,2.3135654263821364,2073.153328270055,10.771362397643804,8.632773606341871,6.228777123192355,7.174794950593915,-0.002964423786131093,118.09797130716359,1.1051417385471303,4.198701921726057,93.79722620785188,4.585915436905057
0.9500000000000001,2.4852060310115505,2184.1561066101194,11.253609892983514,8.637527239377416,6.862523621842792,7.174794950593915,-0.0025581754168197838,130.29580378631096,1.1978861009699113,4.198701921726057,96.10836295573449,5.3388053104491595
0.9600000000000001,2.520072970924588,2377.9450619781937,12.749672499695176,8.674605577054665,6.865135237279382,7.174794950593915,-0.0024555152636247064,132.0994394637874,1.2826455077420522,4.198701921726057,106.22510113870644,5.339921184877517
0.97,2.554939910837625,2571.7340173462603,14.245735106406785,8.711683914731912,6.867746852715973,7.174794950593915,-0.0023528551104296325,133.90307514126383,1.3674049145141902,4.198701921726057,116.34183932167801,5.341037059305876
0.98,2.5704194657252577,4584.572176414112,22.949211786106982,8.996281000442162,6.8754827085964685,7.174794950593915,-0.002290623157687141,288.77249870015993,1.5483180534981806,4.198701921726057,126.7604334523075,5.342448570735775
